score,at,content,label,processing_result
5,3/15/2022 5:42,"Apk ini bagus banget aku jadi makin ngerti apa yang belum aku ngerti dan bisa dapet nilai 100 terus, makasi zenius sukses terus ya ðŸ‘ðŸ‘",2,"['apk', 'bagus', 'banget', 'ngerti', 'belum', 'ngerti', 'dapet', 'nilai', 'makas', 'zenius', 'sukses', 'ya']"
1,7/9/2022 8:40,"Suka spam telpon, gj bet idup lu",0,"['suka', 'spam', 'telpon', 'gj', 'bet', 'idup', 'lu']"
5,11/30/2022 16:09,"Suka banget sama zenius, karena jelas dan lengkapp, tolong kecepatan videonya ditambah jadi 2x - 3x.",2,"['suka', 'banget', 'zenius', 'lengkapp', 'tolong', 'cepat', 'video', 'tambah', 'x', 'x']"
5,2/1/2022 4:38,Zen apknya kok loadingnya lama yaa?,0,"['zen', 'apknya', 'loadingnya', 'lama', 'yaa']"
1,8/21/2022 12:21,Lemot banget ihh bikin gw emosi. Mau liat paket belajar aja lama banget jadi gk tertarik lagi mau beli,0,"['lot', 'banget', 'ihh', 'bikin', 'gw', 'emosi', 'liat', 'paket', 'ajar', 'aja', 'lama', 'banget', 'gk', 'tarik', 'beli']"
1,5/15/2022 5:48,"Akun premium, tapi kenapa lemot gini? Ga bisa ngapa-ngapain. Jaringan bagus, main game aja lancar. Giliran make zenius, latihan soal aja soalnya ga muncul2, cuman layar putih...",0,"['akun', 'premium', 'lot', 'gin', 'ga', 'ngapa', 'ngapain', 'jaring', 'bagus', 'main', 'game', 'aja', 'lancar', 'gilir', 'make', 'zenius', 'latih', 'soal', 'aja', 'ga', 'muncul', 'cuman', 'layar', 'putih']"
5,3/24/2022 17:05,"Zenius emng the best bgt sih, vidio pembelajarannya menarik, dan mudah dimengerti.",2,"['zenius', 'emng', 'the', 'best', 'bgt', 'sih', 'vidio', 'ajar', 'tarik', 'mudah', 'erti']"
5,5/13/2022 6:59,"Aplikasinya sangat bagus, ngebantu proses belajar, materinya juga lengkap.",2,"['aplikasi', 'bagus', 'ngebantu', 'proses', 'ajar', 'materi', 'lengkap']"
1,4/1/2022 3:49,Jangan download nanti di ganggu spam telpon,0,"['download', 'ganggu', 'spam', 'telpon']"
5,2/23/2022 14:55,zenius emang paling oke buat belajar,2,"['zenius', 'emang', 'oke', 'ajar']"
5,5/31/2022 1:20,"Inovasinya bagus banget, cara belajar yang ngga ngebosenin juga jadi pengen buka lagi buat nonton videonya. Semangat terus buat kembangin apk nya, dan makin naikin kwalitas juga.",2,"['inovasi', 'bagus', 'banget', 'ajar', 'ngga', 'ngebosenin', 'ken', 'buka', 'nonton', 'video', 'semangat', 'kembangin', 'apk', 'nya', 'naikin', 'kwalitas']"
4,4/10/2022 7:36,Kurang lengkap,0,"['kurang', 'lengkap']"
1,4/18/2022 6:58,Aplikasi nya nelponin terus bikin risih,0,"['aplikasi', 'nya', 'nelponin', 'bikin', 'risih']"
5,3/7/2022 14:45,SELAMAT BELAJAR YA SEMOGA SEMANGAT DARI APLIKASI INI,2,"['selamat', 'ajar', 'ya', 'moga', 'semangat', 'aplikasi']"
5,9/25/2022 14:04,"Zenius adalah platfrom pendidikan yang menyediakan fasilitas gratis, good job zenius Karna itu bisa membantu orang orang dgn ekonomi rendah, apalgi sekarang apa apanya serba mahal, saya harap zenius bisa terus berkembang menjadi lebih baik lagi dan memiliki lebih banyak lagi pembelajaran yang bisa di akses secara gratis ðŸ˜„ðŸ‘ tambahan: saya pengguna free hihihi..",2,"['zenius', 'platfrom', 'didik', 'sedia', 'fasilitas', 'gratis', 'good', 'job', 'zenius', 'karna', 'bantu', 'orang', 'orang', 'dgn', 'ekonomi', 'rendah', 'apalgi', 'apa', 'serba', 'mahal', 'harap', 'zenius', 'kembang', 'milik', 'ajar', 'akses', 'gratis', 'tambah', 'guna', 'free', 'hihihi']"
3,9/18/2020 2:32,aplikasinya udah bagussss malah bagus banget ... tapi kok yang lain harus bayar ??,1,"['aplikasi', 'udah', 'bagussss', 'bagus', 'banget', 'bayar']"
5,3/31/2022 7:55,Apilkasi ini yang mantap ya mudah di pahamai soal soal juga tepat,2,"['apilkasi', 'mantap', 'ya', 'mudah', 'pahamai', 'soal', 'soal']"
5,2/18/2022 0:19,Okey bgs,2,"['okey', 'bgs']"
5,3/10/2022 15:58,aplikasi pembelajaran paling kerreeen,2,"['aplikasi', 'ajar', 'kerreeen']"
3,4/23/2020 3:39,"Oke aplikasinya, tapi sayangnya kurang menarik, tutor yg menjelaskan terlalu cepat dan kurang paham,berikan video yg menarik untuk setiap bab pelajaran",1,"['oke', 'aplikasi', 'sayang', 'kurang', 'tarik', 'tutor', 'yg', 'cepat', 'kurang', 'paham', 'video', 'yg', 'tarik', 'bab', 'ajar']"
1,10/16/2022 5:17,Saya capek-capek download eh malah gak bisa masuk! padahal udah ngikutin syarat-syaratnya juga.mana login nya juga lama lagi!,0,"['capek', 'capek', 'download', 'eh', 'gak', 'masuk', 'udah', 'ngikutin', 'syarat', 'syarat', 'login', 'nya', 'lama']"
5,4/8/2022 13:06,"Aplikasi nya sangat membantu banget dalam pelajaran sya, terima kasih zeniusðŸ¤©ðŸ¤©ðŸ¤©",2,"['aplikasi', 'nya', 'bantu', 'banget', 'ajar', 'sya', 'terima', 'kasih', 'zenius']"
3,3/30/2021 3:43,"Cukup membantu saya dalam mempersiapkan UTBK tapi, ada juga beberapa penjelasan yg kurang saya pahami",1,"['bantu', 'utbk', 'ada', 'jelas', 'yg', 'kurang', 'paham']"
3,7/24/2019 2:50,Aplikasi yng lumayan lengkap. Tapi sayang tidak kompitable versi android jaman dulu,1,"['aplikasi', 'yng', 'lumayan', 'lengkap', 'sayang', 'tidak', 'kompitable', 'versi', 'android', 'jaman']"
3,8/7/2022 13:33,"Belum bisa kasi bintang 5, karena setiap selesai nonton 1 video dan mau ngerjain quis/nonton video lagi pasti loadingnya lama banget, sedangkan sinyalnya baik"" saja. Dan kejadian ini terus berulang sampai"" lebih lama nunggu loading dari pada nonton video atau nyelesaiin quisnya.",0,"['belum', 'kasi', 'bintang', 'selesai', 'nonton', 'video', 'ngerjain', 'quis', 'nonton', 'video', 'loadingnya', 'lama', 'banget', 'sinyal', 'jadi', 'ulang', 'lama', 'nunggu', 'loading', 'nonton', 'video', 'nyelesaiin', 'quisnya']"
5,12/6/2022 15:34,Suka banget sama aplikasinya sangat membantu aku dalam kesulitan dalam belajar ðŸ¥º,2,"['suka', 'banget', 'aplikasi', 'bantu', 'sulit', 'ajar']"
5,7/17/2022 6:48,Saya sayangt puas dengan apk ini,2,"['sayangt', 'puas', 'apk']"
5,2/9/2022 1:18,kenapa banyak video yg tidak ada? Jika videonya tidak ada gimana saya mau belajar? Tolong segera diperbaiki terimakasih.,0,"['video', 'yg', 'tidak', 'ada', 'video', 'tidak', 'ada', 'gimana', 'ajar', 'tolong', 'baik', 'terimakasih']"
5,3/19/2022 13:56,nice application,2,"['nice', 'application']"
5,4/6/2022 5:23,Wow sangat keren aku jadi paham pelajaran sekarang terimakasih zenius :),2,"['wow', 'keren', 'paham', 'ajar', 'terimakasih', 'zenius']"
2,11/17/2022 8:44,"Assalamu'alaikum wr.wb. Aplikasinya perlu diperbaiki lagi yahh, masa' saya tes Try Out yg kosong 21 nomor, padahal saya sudah isi semua dan juga jaringan aman aman saja dan stabil, jadi dimohon agar masalah ini ditindak lanjuti biar tidak terjadi kesalahan yang sama. Terima Kasih ðŸ™",0,"['assalamu', 'alaikum', 'wr', 'wb', 'aplikasi', 'baik', 'yahh', 'tes', 'try', 'out', 'yg', 'kosong', 'nomor', 'isi', 'jaring', 'aman', 'aman', 'stabil', 'mohon', 'tindak', 'lanjut', 'biar', 'tidak', 'salah', 'terima', 'kasih']"
5,7/9/2022 3:43,app nya keren banget,2,"['app', 'nya', 'keren', 'banget']"
3,6/11/2022 9:10,"Sy SDH install, tp TDK bisa masuk. Padahal SDH pilih SBG guru, kelas, dan jurusan nya, sekolah an, gender juga sdh. Mohon solusinya?",0,"['sy', 'sdh', 'install', 'tp', 'tdk', 'masuk', 'sdh', 'pilih', 'sbg', 'guru', 'kelas', 'jurus', 'nya', 'sekolah', 'an', 'gender', 'sdh', 'mohon', 'solusi']"
1,10/27/2022 5:49,apk ribet!!,0,"['apk', 'ribet']"
5,5/13/2022 6:04,"suka banget belajar pakai zenius, materinya lengkap banget, ditambah ada tryout dan kuis yang bantu mantapin materinya. penjelasan dari tutor mudah dipahami, pokoknya membantu banget buat persiapan utbk",2,"['suka', 'banget', 'ajar', 'pakai', 'zenius', 'materi', 'lengkap', 'banget', 'tambah', 'ada', 'tryout', 'kuis', 'bantu', 'mantapin', 'materi', 'jelas', 'tutor', 'mudah', 'paham', 'pokok', 'bantu', 'banget', 'siap', 'utbk']"
5,4/6/2022 9:47,Makasih zenius karena aku bisa tau materi apapun,2,"['makasih', 'zenius', 'tau', 'materi', 'apa']"
5,10/18/2022 3:36,Membantu banget â˜ºï¸,2,"['bantu', 'banget']"
3,1/14/2022 14:03,"Aku suka banget sama zenius, jujur. Cuman gatau kenapa semakin di perbarui server nya makin eror. Aplikasi nya jadi gabisa dibuka kalau pake wifi, harus pake seluler. Note : udah di periksa ke pengaturan juga tetep",1,"['suka', 'banget', 'zenius', 'jujur', 'cuman', 'gatau', 'baru', 'server', 'nya', 'eror', 'aplikasi', 'nya', 'gabisa', 'buka', 'pake', 'wifi', 'pake', 'seluler', 'note', 'udah', 'periksa', 'atur', 'tetep']"
3,3/19/2020 0:38,Vidionya udah bagus cuma kadang suka trouble yang mau lanjut ke vidio lain,1,"['vidionya', 'udah', 'bagus', 'kadang', 'suka', 'trouble', 'vidio']"
5,6/3/2022 4:53,Fitur latsolnya bagus bgt..,2,"['fitur', 'latsolnya', 'bagus', 'bgt']"
1,10/28/2022 1:59,Aplikasinya jelek banget aku kasih bintang 1 aja deh,0,"['aplikasi', 'jelek', 'banget', 'kasih', 'bintang', 'aja', 'deh']"
5,8/26/2022 17:05,"fun fact, aku pake zenius lagi buat masuk s2 sama prepare pcpm bi. pengalamanku dulu waktu SMA materi2 tpsnya bener2 berguna banget karena pengen latian soal yg banyak jd beli paket belajar deh.",2,"['fun', 'fact', 'pake', 'zenius', 'masuk', 's', 'prepare', 'pcpm', 'bi', 'alam', 'sma', 'materi', 'tpsnya', 'bener', 'guna', 'banget', 'ken', 'latian', 'soal', 'yg', 'jd', 'beli', 'paket', 'ajar', 'deh']"
3,9/14/2021 7:12,Materinya udah keren bgt tapi aplikasinya sangat amat lola pdhl signl bagus. Dn itu bikin ga mood bgt sebaiknya diperbaiki lagi,1,"['materi', 'udah', 'keren', 'bgt', 'aplikasi', 'lola', 'pdhl', 'signl', 'bagus', 'dn', 'bikin', 'ga', 'mood', 'bgt', 'baik']"
5,6/17/2022 14:11,"Secara keseluruhan, zenius sangat recomended. But, entah kenapa video-video di zenius sangat nguras kuota padahal cuma board. Saya sarankan zenius untuk mengatasi masalah kuota dengan dikompresi atau cara lain agar kuota untuk menonton video jadi lebih irit. By the way, dulu zenius saya kasih bintang satu karena ada beberapa masalah. Namun, setelah itu pihak zenius bisa menyelesaikan masalah saya tersebut dengan baik. Jangan kecewakan kami dan tetap maju terus zenius!!!!",1,"['zenius', 'recomended', 'but', 'video', 'video', 'zenius', 'nguras', 'kuota', 'board', 'saran', 'zenius', 'atas', 'kuota', 'kompresi', 'kuota', 'tonton', 'video', 'irit', 'by', 'the', 'way', 'zenius', 'kasih', 'bintang', 'ada', 'zenius', 'selesai', 'kecewa', 'maju', 'zenius']"
5,7/30/2022 13:33,Aplikasi ini membantu banget sumpah dehh...,2,"['aplikasi', 'bantu', 'banget', 'sumpah', 'dehh']"
1,5/19/2022 23:12,"Kuranh jelas apknya pas mau ""lanjutin"" fisrtname is empty tapi ga ada tulis fisrtname disitunya",0,"['kuranh', 'apknya', 'pas', 'lanjutin', 'fisrtname', 'is', 'empty', 'ga', 'ada', 'tulis', 'fisrtname', 'situ']"
1,9/13/2022 13:51,kurang menarik,0,"['kurang', 'tarik']"
3,4/9/2019 13:35,membantu tapi kualitas videonya lambat,1,"['bantu', 'kualitas', 'video', 'lambat']"
3,7/21/2020 13:14,Apk bagus sih tp sayang ga ada kategori untuk smk,1,"['apk', 'bagus', 'sih', 'tp', 'sayang', 'ga', 'ada', 'kategori', 'smk']"
5,10/22/2022 12:07,Sumpah ini aplikasi bagus banget.Mudah dimengerti setiap materinya dan setiap materi punya ciri khas mereka masing masing pokoknya lengkap deh gw si rekomend banget buat anak anak yang sering gk ngerti materi materi di sekolah ayo download biar jadi anak pinter bahagiain orang tua kalian yaðŸ˜,2,"['sumpah', 'aplikasi', 'bagus', 'banget', 'mudah', 'erti', 'materi', 'materi', 'ciri', 'khas', 'pokok', 'lengkap', 'deh', 'gw', 'si', 'rekomend', 'banget', 'anak', 'anak', 'gk', 'ngerti', 'materi', 'materi', 'sekolah', 'ayo', 'download', 'biar', 'anak', 'pinter', 'bahagiain', 'orang', 'tua', 'ya']"
5,7/9/2022 6:51,apk nya sangat bagus untuk soal IPA nya ada pembahasan tentang manusia,2,"['apk', 'nya', 'bagus', 'soal', 'ipa', 'nya', 'ada', 'bahas', 'manusia']"
5,7/2/2022 5:40,Sangatt mudah dipakai dan bermanfaat dan ada yang gratisnya makasih zenius,2,"['sangatt', 'mudah', 'pakai', 'manfaat', 'ada', 'gratis', 'makasih', 'zenius']"
1,11/28/2022 10:55,Aplikasi harus di perbarui karna kelas 10 sekarang kan kurikulum merdeka jadi Belum ada jurusan tolong dong di perbaiki aplikasinya:(,0,"['aplikasi', 'baru', 'karna', 'kelas', 'kurikulum', 'merdeka', 'belum', 'ada', 'jurus', 'tolong', 'baik', 'aplikasi']"
3,10/14/2020 17:08,"Ini app bagus bgt sumpah gk boonk, tapi... knp sih kalo abis ngerjain soal pas mao liat pembahasannya hrs ke premium dulu,,,?? Bukannya pelit.. tapi emang kg ada duit. Plis bgt donk developernya tlonk diubah lagi app nya. Kami yg uang nya pas-pasan juga pengen belajar??????",1,"['app', 'bagus', 'bgt', 'sumpah', 'gk', 'boonk', 'knp', 'sih', 'kalo', 'abis', 'ngerjain', 'soal', 'pas', 'mao', 'liat', 'bahas', 'hrs', 'premium', 'pelit', 'emang', 'kg', 'ada', 'duit', 'plis', 'bgt', 'donk', 'developer', 'tlonk', 'ubah', 'app', 'nya', 'yg', 'uang', 'nya', 'pas', 'pas', 'ken', 'ajar']"
5,6/20/2022 6:24,Bagus banget berguna dan gampang di ingat,2,"['bagus', 'banget', 'guna', 'gampang']"
5,1/29/2022 11:58,"Apk nya sangat membantu, tapi paling males kolo mtk diajarin pake kotak/ segitu buat ilustrasi itu, gk jelas jadinya disekolah aja gk ada diajarin kek gitu",1,"['apk', 'nya', 'bantu', 'males', 'kolo', 'mtk', 'diajarin', 'pake', 'kotak', 'segitu', 'ilustrasi', 'gk', 'seko', 'aja', 'gk', 'ada', 'diajarin', 'kek', 'gitu']"
5,12/26/2022 6:28,"Hai kakðŸ‘‹ðŸ»ðŸ‘‹ðŸ» Suka banget sama apk ini,materi nya mudah untuk dipahami. Oh ya,untuk materi-materi yang SMP di tambah lagi dong kak,supaya tambah semangat belajar lagi.Semangat juga untuk tim-tim nyaðŸ’ªðŸ’ª",2,"['hai', 'kak', 'suka', 'banget', 'apk', 'materi', 'nya', 'mudah', 'paham', 'oh', 'ya', 'materi', 'materi', 'smp', 'kak', 'semangat', 'ajar', 'semangat', 'tim', 'tim', 'nya']"
5,4/7/2022 11:21,"teman merjuangin sbm. vidio pelajaran dari zenius emang bagus banget sih ga diragukan lagi, gue pilih zen buat materi drpd bimbel onlen lain. secinta itu sm zen, tp sygnya apknya lemot banget gatau knp sering ngebug. makanya gue kalo belajar zen dr web karna lancar ga kek di apknya. mohon apknya dibagusin, secara fitur udah bagus banget bnrn deh aplg tentornya bagus2 bikin ngerti lama karna ngajarinnya secara konseptual. ayo zen pst bisa bagusin apknya, semangat zen :D.",1,"['teman', 'merjuangin', 'sbm', 'vidio', 'ajar', 'zenius', 'emang', 'bagus', 'banget', 'sih', 'ga', 'ragu', 'gue', 'pilih', 'zen', 'materi', 'drpd', 'bimbel', 'onlen', 'cinta', 'sm', 'zen', 'tp', 'sygnya', 'apknya', 'lot', 'banget', 'gatau', 'knp', 'ngebug', 'gue', 'kalo', 'ajar', 'zen', 'dr', 'web', 'karna', 'lancar', 'ga', 'kek', 'apknya', 'mohon', 'apknya', 'dibagusin', 'fitur', 'udah', 'bagus', 'banget', 'bnrn', 'deh', 'aplg', 'tentornya', 'bagus', 'bikin', 'ngerti', 'lama', 'karna', 'ngajarinnya', 'konseptual', 'ayo', 'zen', 'pst', 'bagusin', 'apknya', 'semangat', 'zen', 'd']"
3,9/18/2022 13:13,"Saya memiliki kendala untuk mengatur resolusi video pembelajaran menjadi 360p. setiap diubah dri 360p dan saya play videonya, kembali ke resolusi 720p. ini sangat menganggu karena hanya dalam 1 menit(720p) menghabiskan 100 mb sedangkan saya hanya memiliku kuota 4gb/minggu. Semoga tim Zenius bersedia membantu masalah saya, terimakasih.",0,"['milik', 'kendala', 'atur', 'resolusi', 'video', 'ajar', 'p', 'ubah', 'dri', 'p', 'play', 'video', 'resolusi', 'p', 'menganggu', 'menit', 'p', 'habis', 'mb', 'mil', 'kuota', 'gb', 'minggu', 'moga', 'tim', 'zenius', 'sedia', 'bantu', 'terimakasih']"
1,9/19/2022 9:00,Tdak sesuai nanya apa di jawab apa,0,"['tdak', 'sesuai', 'nanya', 'jawab']"
5,7/17/2022 5:29,Insya Allah dengan belajar di zenius ini kalian bisa keterima di SMP favorit kalian amin...,2,"['insya', 'allah', 'ajar', 'zenius', 'terima', 'smp', 'favorit', 'amin']"
3,4/12/2022 9:34,"Zenius menurut gw aplikasi belajar terbaik yang pernah gw pake. Tapi, sayangnya, bener2 banyak bug dan error yang mengganggu. Contohnya ketika gw udah selesai 1 video materi dan mau lanjut ke video lain. Setelah gw pencet, gw bisa nunggu sampe 5 menit lamanya cuma buat video nya dimulai. Ini udh berlangsung sangat lama dan toloonggg banget untuk bisa diperbaiki segera. Terima kasih team zeni <3",1,"['zenius', 'gw', 'aplikasi', 'ajar', 'baik', 'gw', 'pake', 'sayang', 'bener', 'bug', 'error', 'ganggu', 'contoh', 'gw', 'udah', 'selesai', 'video', 'materi', 'video', 'gw', 'pencet', 'gw', 'nunggu', 'sampe', 'menit', 'video', 'nya', 'udh', 'lama', 'toloonggg', 'banget', 'baik', 'terima', 'kasih', 'team', 'zeni']"
5,5/14/2022 5:00,Materi nya lengkap saya suruh anaknya buat download dan belajar pakai aplikasi zenius dia seneng banget bintang 5,2,"['materi', 'nya', 'lengkap', 'suruh', 'anak', 'download', 'ajar', 'pakai', 'aplikasi', 'zenius', 'neng', 'banget', 'bintang']"
3,7/21/2022 23:34,"mohon bisa ditambahkan kolom pencarian dibagian download, karena susah kalo harus cari video satu persatu di bagian downloadnyaðŸ™ðŸ™ðŸ™",0,"['mohon', 'kolom', 'cari', 'bagi', 'download', 'susah', 'kalo', 'cari', 'video', 'satu', 'downloadnya']"
1,9/5/2022 1:56,gak jelas,0,['gak']
5,6/8/2022 13:31,Terimakasih karena memperluas kecerdasan sayaðŸ˜Š,2,"['terimakasih', 'luas', 'cerdas']"
1,10/2/2022 1:38,"""Yaah,abis preview nya boy "" INI BUG NGESESLIN BGT PADAHAL UDAH AKTIVIA YG 500RIBU DAN VIDEO YG DITONTON JUGA VIDEO GRATIS. GAK BISA NONTON SUMPAH UDAH PENCET CANCEL MASIH NONGOL NONGOL LAGI",0,"['yaah', 'abis', 'preview', 'nya', 'boy', 'bug', 'ngeseslin', 'bgt', 'udah', 'aktivia', 'yg', 'ribu', 'video', 'yg', 'tonton', 'video', 'gratis', 'gak', 'nonton', 'sumpah', 'udah', 'pencet', 'cancel', 'nongol', 'nongol']"
3,4/7/2020 6:34,Sangat bagus tapi download nya agak lama jadi aku kasih bintang 3 dulu yah tapi cuma sementara aja nanti klo bagus aku tambahin bintang 5,1,"['bagus', 'download', 'nya', 'lama', 'kasih', 'bintang', 'yah', 'aja', 'klo', 'bagus', 'tambahin', 'bintang']"
5,3/1/2022 3:22,Makasih ya untuk zenius sudah memberikan saya ilmu ampe ampe sya rengking satu tnks ya zenius moga js zenius kedepan nya lebih baik lagi ðŸ˜˜ðŸ˜˜ðŸ˜˜,2,"['makasih', 'ya', 'zenius', 'ilmu', 'ampe', 'ampe', 'sya', 'rengking', 'tnks', 'ya', 'zenius', 'moga', 'js', 'zenius', 'depan', 'nya']"
4,11/29/2022 17:28,Videonya banyak yang hilang skrg :),0,"['video', 'hilang', 'skrg']"
5,10/26/2022 4:24,good job,2,"['good', 'job']"
3,4/5/2022 14:10,servernya tolong diperbaiki lagi,0,"['servernya', 'tolong', 'baik']"
1,2/22/2022 6:21,Lama menjawab soal,0,"['lama', 'soal']"
4,3/8/2022 15:06,Saya sangat suka dengan pendidikan online ini,2,"['suka', 'didik', 'online']"
5,2/25/2022 3:38,"aplikasi bagus, sangat cocok untuk pelajar dan pengajar",2,"['aplikasi', 'bagus', 'cocok', 'ajar', 'ajar']"
4,7/11/2022 6:41,Aplikasinya bagus tapi harus ada sistem tanya jawab semua pelajaran biar makin rame .,2,"['aplikasi', 'bagus', 'ada', 'sistem', 'jawab', 'ajar', 'biar', 'rame']"
3,4/24/2020 10:01,Mata pelajaran masih kurang. Tetapi aplikasi ini sangat bagus untuk memahami materi. Nice App!,1,"['mata', 'ajar', 'kurang', 'aplikasi', 'bagus', 'paham', 'materi', 'nice', 'app']"
4,4/2/2022 17:37,Asik banget mudah dipelajari bahasanya ngg terlalu berat dan ngg ngebosenin,2,"['asik', 'banget', 'mudah', 'ajar', 'bahasa', 'ngg', 'berat', 'ngg', 'ngebosenin']"
1,3/15/2022 5:22,"Jangan didownload nanti dispam tlpn, apknya udh gk beres",0,"['didownload', 'dispam', 'tlpn', 'apknya', 'udh', 'gk', 'beres']"
2,3/28/2022 2:53,Registered ribet,0,"['registered', 'ribet']"
1,4/3/2022 2:22,Apik banget sih,2,"['apik', 'banget', 'sih']"
5,6/27/2022 16:33,Senang sekali bisa ketemu dengan aplikasi belajar online ini buat dampingi anak belajar di rumah. Sekaligus juga bisa manfaatkan fitur Zencore-nya buat pemanasan otak.,2,"['senang', 'ketemu', 'aplikasi', 'ajar', 'online', 'damping', 'anak', 'ajar', 'rumah', 'manfaat', 'fitur', 'zencore', 'nya', 'panas', 'otak']"
3,9/24/2020 3:39,Apknya bagus sih ada penjelasannya tapi kalau aku mau buka live kok gak bisa aku udah coba beberapa kali tetep gak bisa jadi aku kasih bintang 3 dulu nanti kalau udah di perbaikin aku kasih bintang 5.ok udah itu aja,1,"['apknya', 'bagus', 'sih', 'ada', 'jelas', 'buka', 'live', 'gak', 'udah', 'coba', 'kali', 'tetep', 'gak', 'kasih', 'bintang', 'udah', 'perbaikin', 'kasih', 'bintang', 'ok', 'udah', 'aja']"
5,8/14/2022 1:51,Seandainya ini gratis pasti good,1,"['anda', 'gratis', 'good']"
5,4/15/2022 4:19,"Nice sih, sangat membantu dan pemilihan bahasanya lebih mudah dipahami...",2,"['nice', 'sih', 'bantu', 'pilih', 'bahasa', 'mudah', 'paham']"
3,2/13/2022 15:16,Emang sih seru belajar pake aplikasi zenius video pembahasan ny juga gampang masuk ke otak...tapi sayang ny kalo mau liat video pembelajaran kadang harus bayar dan harus beli paket langganan,1,"['emang', 'sih', 'seru', 'ajar', 'pake', 'aplikasi', 'zenius', 'video', 'bahas', 'ny', 'gampang', 'masuk', 'otak', 'sayang', 'ny', 'kalo', 'liat', 'video', 'ajar', 'kadang', 'bayar', 'beli', 'paket', 'langgan']"
1,6/27/2022 13:33,Gak bagus ya tapi saya suka Tapi saya senang,1,"['gak', 'bagus', 'ya', 'suka', 'senang']"
